Source,Target,Weight
dback5235,Liars,1
letsgorandall9848,Liars,1
farmbear1231,Liars,1
isaiaslira6537,Liars,1
heloisamena-zw2yw,Liars,1
palarisvicencio4934,Liars,1
TheAchik2010,Liars,1
terryharker6726,Liars,1
francisiyke2932,Liars,1
eltonurumi4979,Liars,1
inla5,Liars,1
katherineparsons9585,Liars,1
gabrielramirez9102,Liars,1
scottlewis7893,Liars,1
SlonBabar,Liars,1
bovineexcrement8635,hahaha,1
ntong7288,hahaha,1
father88888,hahaha,1
user-kt9tx2ks2c,hahaha,1
peace7311,hahaha,1
SD-vp5vo,hahaha,1
Anorch-oy9jk,hahaha,1
chamonix4658,hahaha,1
flormerfloo9377,hahaha,1
greatmind3842,hahaha,1
kbram7363,hahaha,1
xNecroN,hahaha,1
nichtsisttieferalsunserstaat,hahaha,1
kamcheeyuen,hahaha,1
mariamjaziri6719,Poor man,1
robfrohwein2986,Poor man,1
anythinggoes9348,Poor man,1
carolloos4424,Poor man,1
vonjess9,Poor man,1
Lisa80mba,Poor man,1
IVI0CKiNGJ,Poor man,1
lynnestone9953,Poor man,1
TigerOfGermany,Terrible,1
chanc9737,Terrible,1
mariavillagarcia8635,Terrible,1
mrs36dorsey85,Terrible,1
rose-mariefoxon6281,Terrible,1
bobinojackson2863,Terrible,1
natalyvaldezgiron7641,Terrible,1
TheDr.01,Terrible,1
danielrasch8161,Terrible,1
revolutionoutdoorsandstuff5846,Terrible,1
xz_sandy7533,Terrible,1
aliuchongliu,Terrible,1
Mekman1969,Terrible,1
AyoRabiu-ss9fr,Terrible,1
snello420,Terrible,1
frednyc4677,Terrible,1
jasxteo,Terrible,1
MegaBrandonsmom,Terrible,1
robwasilewski9273,Terrible,1
juliemartinez2937,Terrible,1
melisagonzalbo2676,Terrible,1
petersmrek7617,Terrible,1
fuckbankers,Cowards,1
carolh5376,Cowards,1
cloipto,Cowards,1
willp3887,Cowards,1
MrAngrybaldguy,Cowards,1
ramished,Cowards,1
Splash-Damage,Cowards,1
wildbill9490,Cowards,1
alexandersmith913,Cowards,1
j-dog848,Cowards,1
benderbendingrodriguez6697,Cowards,1
binalongberrico4808,Cowards,1
Enchantaire,Cowards,1
camomile7582,Cowards,1
grantvanderbyl3149,Cowards,1
elzmack1410,Cowards,1
jordanosuna2869,Cowards,1
William1boss,Cowards,1
inhaleexhale8966,Cowards,1
aaronmorris8340,Cowards,1
OptimusprimalACTIONTUUNES,Cowards,1
thomascarroll9653,Cowards,1
gabycrooke4340,Cowards,1
paulorosario105,Cowards,1
alfarox823,Cowards,1
RbBski,Cowards,1
boxer0476,Cowards,1
DBent_,Cowards,1
echoscope4278,Cowards,1
jessecuster5877,Cowards,1
MoMo-cz3vr,Cowards,1
markgibbins4143,Cowards,1
toddaulner5393,Cowards,1
mikekay2608,Cowards,1
Mc.Scrumpy,Cowards,1
TehDawg,Cowards,1
sm7fbj476,Cowards,1
DrewOwen040,Cowards,1
Cjbhoy-,Cowards,1
judejeremybasio8507,Cowards,1
mrmagoo5324,Cowards,1
theboone3848,Cowards,1
vonsopas,Cowards,1
W0LFRAVEN-,Cowards,1
mohamednaseer3335,Cowards,1
MoY206,Cowards,1
colinwilkinson5450,Cowards,1
nonenone4015,Cowards,1
savvysavvy-it3kt,Cowards,1
jamessylvestri8674,Cowards,1
khoi83,Cowards,1
HaYlEeXx19,Cowards,1
gatesofdarkness,Cowards,1
Houstontexann1567,Cowards,1
jessicatillray7957,Cowards,1
slavaukraine5245,Cowards,1
mat12A99,Cowards,1
charitomanuel2268,Cowards,1
blitzy5828,Cowards,1
milkyo1206,Cowards,1
alexx3914,Cowards,1
Chris_Jenkins_Wales_Strongest,Cowards,1
CelloGang_TJ,Cowards,1
michaelparedes8947,Cowards,1
rcdenholm,Cowards,1
rubentirado1836,Criminals,1
njg26.gustav12,Criminals,1
eugenstoica1924,Criminals,1
jonybe5854,Criminals,1
Tarikibnoziade,Criminals,1
Rebelloraptor,Criminals,1
alessioandreoli2145,Criminals,1
ginaguaiumi5116,Criminals,1
SzarkaCartersss,Oh no,1
boomamy3203,Oh no,1
sksamiulla1503,Oh no,1
gringonayulac8509,Oh no,1
lmex8490,Oh no,1
shanellaj,Oh no,1
defencebangladesh4068,Oh no,1
tengkureza2758,Oh no,1
MBP1918,Oh no,1
samanthav8728,👀,1
byronbyron4765,👀,1
angellee9307,👀,1
mishamisha8752,👀,1
deestersvega807,👀,1
westtnationn1142,👀,1
Therav1,👀,1
Marinaslides,👀,1
dupinboulette,👀,1
supermodelatlanta1354,👀,1
hellomyride7793,👀,1
latshunter,👀,1
Dante3X,👀,1
TO-nl4gx,👀,1
Semperf11,👀,1
ernestconnell8087,👀,1
japievanschalkwyk6782,👀,1
HarperPolo,👀,1
tr4nce206,👀,1
Tati.GIB.,PROPAGANDA,1
celiacarmody-007,PROPAGANDA,1
julianenchenzo2524,PROPAGANDA,1
anthonytripp2251,PROPAGANDA,1
daletony6649,PROPAGANDA,1
EmperorPascal,PROPAGANDA,1
kheemakheem9315,PROPAGANDA,1
samanthachapman8025,PROPAGANDA,1
drg2055,PROPAGANDA,1
FoodLandia22,PROPAGANDA,1
PandaComel90,PROPAGANDA,1
meghan7547,PROPAGANDA,1
gnzl5653,PROPAGANDA,1
ledoigtmaurice9778,PROPAGANDA,1
terra4m303,PROPAGANDA,1
mechanicundercontract7752,PROPAGANDA,1
damiansurkus3098,PROPAGANDA,1
goattalk3670,PROPAGANDA,1
billydeewilliams9104,PROPAGANDA,1
splifsend,PROPAGANDA,1
user-sn1rl4zb8g,PROPAGANDA,1
tinseltits9855,PROPAGANDA,1
mahnamahna1669,PROPAGANDA,1
mr.gfresh8084,PROPAGANDA,2
unpataunpata,PROPAGANDA,1
davidbar4033,PROPAGANDA,1
skepticalwhiteguy,PROPAGANDA,1
treypruitt2669,PROPAGANDA,1
PostBologne,PROPAGANDA,1
bmoney71098,PROPAGANDA,1
Herowebcomics,OMG!,1
acitozdelarocha6652,OMG!,1
danielmorse4213,OMG!,1
DungTran-nw1zs,OMG!,1
yfarini,OMG!,1
dushyanthigooneratne9838,OMG!,1
iamyoda66,OMG!,1
NostalgiaNetwork,Idiots,1
digi_tv,Idiots,1
ozricaurora,Idiots,1
AliceDeePunk,Idiots,1
stevenf8828,Idiots,1
bustaknutt7729,Idiots,1
futonclutch5040,Idiots,1
SquirtlePower809,Idiots,1
papaparodox0384,Idiots,1
tedlamay3245,Idiots,1
MrsSKforever,Idiots,1
lulu2u294,Idiots,1
georgepascal1163,Idiots,1
martinpalousek4370,Idiots,1
pepitoonce3818,Idiots,1
slavikk6712,Idiots,1
tyronmaye,Idiots,1
British-monarchist.,Idiots,1
Ginger4789,Idiots,1
realbloxgamingxd53,Idiots,1
Greenhead24,Idiots,1
vikkahn3284,Idiots,1
albertoestrada4320,Glory to Russia 🇷🇺,1
TERMINATORT10001,Glory to Russia 🇷🇺,2
markpeace3020,Glory to Russia 🇷🇺,1
RobinArshavin,Glory to Russia 🇷🇺,1
thecapisoffyt,Glory to Russia 🇷🇺,1
jeffersonch,Glory to Russia 🇷🇺,1
travelinglifetotheend.6950,Glory to Russia 🇷🇺,1
Vamp487,Glory to Russia 🇷🇺,1
kitwarjri7086,Glory to Russia 🇷🇺,2
riickk281,Glory to Russia 🇷🇺,1
drkirankishore5265,Glory to Russia 🇷🇺,1
user-lr3jt7hm7r,Glory to Russia 🇷🇺,1
j0saf,Glory to Russia 🇷🇺,1
richardadamwais9734,Glory to Russia 🇷🇺,1
blackmamba3427,Glory to Russia 🇷🇺,3
aadiliqbalkhan8216,Glory to Russia 🇷🇺,1
blackxdeft5791,Glory to Russia 🇷🇺,1
ha17h3m9,Glory to Russia 🇷🇺,1
briansinjira8007,Glory to Russia 🇷🇺,1
TheFriendlyPsychopath,Glory to Russia 🇷🇺,1
philw2884,Glory to Russia 🇷🇺,1
multipolarworld2228,Glory to Russia 🇷🇺,1
fabianpillay860,Glory to Russia 🇷🇺,1
changuniversalvlog,Glory to Russia 🇷🇺,1
Tati.GIB.,More propaganda,1
alexar4767,More propaganda,1
John-ed2wj,More propaganda,1
josephmunroe2995,More propaganda,1
2003jason,More propaganda,1
rbrb5275,More propaganda,1
johnstorrie3635,More propaganda,1
declanargue4571,More propaganda,1
henrysohl572,More propaganda,1
robertdrava5296,More propaganda,1
Anonymous-hs8nb,More propaganda,1
nomoney1388,More propaganda,1
jonspengler5891,More propaganda,1
mikedevita5558,More propaganda,1
paps233,More propaganda,1
AlienIsolationist,More propaganda,1
jaapbleekveld5068,More propaganda,1
0004612,More propaganda,1
DutchStar,More propaganda,1
joeramirez6126,More propaganda,1
triptank7857,LOL,1
asupersillygoose,LOL,1
hardstyler8499,LOL,1
larrymcnally1678,LOL,1
MarioCavett,LOL,1
TheGoodInquisitor,LOL,1
pjmendoza8871,LOL,1
runninmanfudalaw8475,LOL,1
jordis9446,LOL,1
stevestev8162,LOL,1
thomasschodt7691,LOL,1
scarvesa,LOL,1
teeteringontheedge8828,LOL,1
rob-jz9eo,LOL,1
d.bruckner3459,LOL,1
peterpiper6699,LOL,3
Mikhail.Tolstykh,LOL,1
JohnSmith-ms2cl,LOL,1
MrDregNET,LOL,1
perryedwards4746,LOL,1
fixento,LOL,1
YA-do8tz,LOL,1
gianghyenvlog,LOL,1
Whoo711,LOL,1
heretic8783,LOL,1
RemyNas-uk6zn,LOL,1
erboka,LOL,1
drunkbikewrenchen6400,LOL,1
netslav3328,LOL,1
davidmaquelin6133,LOL,1
shubhamlove1995,LOL,1
ramonbriones4487,LOL,1
johnsolak8337,LOL,1
TheOtherMRPosser,LOL,1
Fawwazsyauta,LOL,1
awankstain,LOL,1
MetalPanic,LOL,1
Collector10114,LOL,1
DamjanNovakovic,LOL,1
YanniEhm,LOL,1
moroboshidan7960,LOL,1
imreliiv5876,LOL,1
deanprelec3893,LOL,1
lindag.2315,LOL,1
ulliusrussus,LOL,1
ouroborosbond7412,LOL,1
oo-ru5lt,LOL,1
66pst,LOL,1
lazarlazarov5183,LOL,1
__logan__duvalier__,LOL,1
AshJey-jw2cl,LOL,1
benzed1618,LOL,1
steveshadforth8792,LOL,1
HeyItsPM,LOL,1
zexxx2600,LOL,1
RahmantchikHatemov,LOL,1
bobbywallace8976,LOL,2
supriadiramlan5545,LOL,1
path_ethics,LOL,1
terjeoseberg990,LOL,1
BJ-km1vb,LOL,1
pitviper7924,LOL,1
tkodi23,LOL,1
erigrimo2455,Evil,1
willneverstop,Evil,1
janvictoriootto5554,Evil,1
Ykpaina988,Evil,1
jonathantye9287,Evil,1
bigdawg111,Evil,1
donniebryson2916,Evil,1
burimsaliji23,Evil,1
teresamacias9759,Evil,1
MontanaCruz-hy1yo,Evil,1
fredderickgentle3943,Evil,1
eloise1713,Evil,1
Ntchrmusic,Evil,1
ddu1331,Evil,1
MrToribioj,Evil,1
robertcarey1182,Evil,1
cynthiabranch2,Evil,1
kimmarrero5660,Evil,1
ernestoruiz8815,Evil,1
bobbyrickter1863,Evil,1
yonasmihrteab9685,Evil,1
JazzyJADAxxx,Evil,1
peterho8037,RIP,1
stephenr.7303,RIP,1
RT-uc3ef,RIP,1
DarkMarkMedia,RIP,1
MimonJesus67,RIP,1
TheOneJPtv,RIP,1
garymorrison4675,RIP,1
Dylan-px4ss,RIP,1
DARTHxPOOH,RIP,1
terrykaczerepa1300,RIP,1
ThydaCookingTV,RIP,1
bagram19888,RIP,1
mikep2286,RIP,1
channelphmalati4517,RIP,1
demi-doll-animege-sama,RIP,1
MWoods-rs4wp,RIP,1
artist54088,RIP,1
CCC2020,RIP,1
stanleyjay1114,RIP,1
sylvesterbarnes6937,RIP,1
patrickhouchins9074,RIP,1
elvino84,RIP,1
hassymiia6267,RIP,1
NoktisCP90,RIP,1
ngambamoirangcha9635,RIP,1
TheTonyfernandes,RIP,1
youtoob140,RIP,1
petersim7198,RIP,1
Serjnoe,RIP,1
Uno-1968,RIP,1
andrescaiced2993,RIP,1
JengKoil,RIP,1
will1031,RIP,1
Asskicker14,RIP,1
pinkakagreen,RIP,1
dailygrindinmotivation,RIP,1
kelynmyers,RIP,1
phanhhoban5696,RIP,1
godwinho6165,RIP,1
andrewwarren4206,RIP,1
louditalian1962,RIP,1
farmanali_official,RIP,1
danavh5049,RIP,1
freerichmale,RIP,1
maximiliennocent7953,RIP,1
janzgormysyny5830,RIP,1
ryanwalters6184,RIP,1
vcare4893,RIP,1
Teslaholder,RIP,1
luiscastaneda553,RIP,1
paulus514,RIP,1
Kampftanne,RIP,1
Mankcam,RIP,1
ptai4669,RIP,1
galaxyhd3566,God bless,1
markcollins1012,God bless,1
dianneredd3031,God bless,1
emd.8180,God bless,1
galaxyxshooter84,God bless,1
geloaupe4501,God bless,1
JulioGarcia-if6yg,God bless,1
jasondepcinski9708,God bless,1
trevor5672,God bless,1
antonyjoseph453,God bless,1
mxrkxo,God bless,1
benjaminliu9192,God bless,1
marcussurleyadventures1928,God bless,1
disavowedpodcast2322,God bless,1
joshuacasarez9048,God bless,1
011CJ,God bless,1
ddla1211,God bless,1
rechtsanwaltzak5878,God bless,1
bluepen215,God bless,1
seaocean9664,God bless,1
muktarjibril694,God bless,1
jamesbrassfield8409,God bless,1
metofind,God bless,1
EricSullivan-mo4zx,God bless,1
vanessaplante4209,My God,1
rostinahain6533,My God,1
rahulsingh-id4ig,My God,1
bobsteven2940,My God,1
ButeteTV23,My God,1
vanderleiacarneiro202,My God,1
emmanuelaime5357,My God,1
Godfredstorm,Lies.,1
TheVikingmythology,Lies.,1
godiskungen27,Lies.,1
sovereignrebel1253,Lies.,1
tomvanbossche1981,Lies.,1
45Grace2009,Lies.,1
truckerfromreno,Lies.,1
ExposedBen,Lies.,1
dannewark7717,Lies.,1
OneDigitalSoul,Lies.,1
alexrad9570,Lies.,1
p.s.nishanthasilva9286,Lies.,1
tommyjay6079,Lies.,1
jewagainstisrael3046,Lies.,1
minhtientran8158,Lies.,1
igorseprak6177,Lies.,1
mcavoyfamily8387,Lies.,1
I-am-Veritas,Lies.,1
utubbesux,Propaganda.,1
Cosmic-Wanderer,Propaganda.,1
user-tl9qb7hu4q,Propaganda.,1
YorktownUSA,Propaganda.,1
icast.2388,Propaganda.,1
uriandropov8039,Propaganda.,1
Falcon6598,Propaganda.,1
lukec.b4144,Propaganda.,1
Devonpinky09,Propaganda.,1
daveweiss5647,Propaganda.,1
moe6806,Propaganda.,1
BGBG617,Propaganda.,1
strangevideos3048,Propaganda.,1
chickenmuffin,Propaganda.,1
vincemoran587,Propaganda.,1
northmemphissouth6697,Propaganda.,1
NeonRandy,Propaganda.,1
Memento__mori.,Propaganda.,1
stevecanyon4577,Propaganda.,1
mikepiperata1502,Propaganda.,1
wattage2007,Propaganda.,1
igaluitchannel6644,Propaganda.,1
1234carolynb,Propaganda.,1
TheJack4000111,Propaganda.,1
MrBerndwiekema,Propaganda.,1
gregmarchegiani6656,Propaganda.,1
lazniprofil2994,Propaganda.,1
elviscamacho2784,Propaganda.,1
dawidgrono8189,Propaganda.,1
BoseongCowboy,Propaganda.,1
SON-OF-AFRICA1022,Propaganda.,1
jessemitchem3880,Propaganda.,1
DC-jk9ts,Propaganda.,1
irmaskitchen4177,Propaganda.,1
ispy7109,Propaganda.,1
lolhighimkc1316,Propaganda.,1
bony7363,Propaganda.,1
zishaegagasini4399,Propaganda.,1
johanboshoff5554,Propaganda.,1
mcscrabble3869,Propaganda.,1
truenorthtransparency,Propaganda.,1
Probabilityislife,Propaganda.,1
warreng3813,Propaganda.,1
damiankowalski1189,Propaganda.,1
naky6,Propaganda.,1
lauragarrard919,Propaganda.,1
lazydachshund,Propaganda.,1
ketiboablay8632,Propaganda.,1
theshowoflife1075,Propaganda.,1
user-fw4jl6px7b,Propaganda.,1
thegreenman7,Propaganda.,1
user-px9im3yo6k,Propaganda.,1
nealkent,Propaganda.,1
amdryzen9652,War is hell,1
N0lRE,War is hell,1
leskrapps7021,War is hell,1
shuffman8094,War is hell,1
MoriartySings,War is hell,1
ManuelLopez-ix6cn,War is hell,1
rafaelbocanegra971,War is hell,1
avisaviss3245,War is hell,1
jessgrogan2348,War is hell,1
OtterTheTerrible,War is hell,1
thejoker3151,War is hell,1
DATDUDEMAN101,War is hell,1
bryinwilkerson2950,War is hell,1
bel4vel793,War is hell,1
killerpizza5241,War is hell,1
Private_RyanHatesFurry,War is hell,1
tyronec.6331,War is hell,1
CaptainRon76,War is hell,1
johnwatts8877,War is hell,1
loganmain4244,War is hell,1
adrialee8149,Disgusting,1
FITZ81,Disgusting,1
oldiesgirlx3996,Disgusting,1
safi5742,Disgusting,1
lotusthick,Disgusting,1
linkingg1664,Disgusting,1
dustyprochazka3971,Disgusting,1
ferndsliced,Disgusting,1
alsimmons5240,Disgusting,1
Vendre-l-Ours-ou-La-Hyene,Disgusting,1
MRFUCKOFF202,Disgusting,1
themarinman8339,Disgusting,1
Soundoverload,Disgusting,1
scott7377,Disgusting,1
user-sr9sv3eg7u,Disgusting,1
jayman5692,Disgusting,1
zenferg,Disgusting,1
theonewhojudge5203,Disgusting,1
IAmYred,Disgusting,1
feliciastanford3029,Disgusting,1
hectoruiz5639,Disgusting,1
louisa3928,Disgusting,1
jamesjones8718,Disgusting,1
deborahkaba4573,Disgusting,1
greatestytcommentator,Disgusting,1
garrymcfadden4105,Disgusting,1
BobSmith-lu5ug,Disgusting,1
SergioAndrade77,Disgusting,1
succubusdevil1054,Disgusting,1
marcusrybin9145,Lie,1
hamzahamoud60,Lie,1
killuagon1249,Lie,1
peaceman8857,Lie,1
TheGypsy424,Lie,1
tapptom,Lie,1
sayasendirisaja674,Lie,1
user-tr9ln1fu1z,Lie,1
patrinjiliwin1118,Lie,1
user-jc8zg7yh3f,Lie,1
podtunnie3087,Lie,1
wildkamchatka102,Lie,1
facebook56934,Lie,1
sarikasewal7545,Lie,1
smacksmack5976,Lie,1
fireupyourheartchildrenofgod,💔,1
TheTashaDrama,💔,1
PaUL-dh4zc,💔,1
duffy7700,💔,1
Amela_Dzurlic,💔,1
JustinKenward,💔,1
ChrisbigC,💔,1
secularsekai8910,💔,1
aelizabethpesch9227,💔,1
helifonseca3956,💔,1
ABBIGAYLE..,💔,1
mangalisotv1616,💔,1
ivandemko3360,💔,1
annikaaasav9365,💔,1
mohammedsaddique1054,💔,1
attilakonkoly4329,💔,1
Blissful.1,💔,1
hazelguillen3993,💔,1
lisbethmllegaard8437,💔,1
florenciamass6637,💔,1
nooraly,💔,1
shekinahshahanah394,💔,1
user-cf4df1fh6z,💔,1
TrishaThibz,💔,1
AronAlcala,💔,1
deesticco1719,💔,1
masajusp6934,J,1
gagankumarsenapati2026,J,1
enrique7830,J,1
user-zt5gr8eq2o,J,1
sadge6430,J,1
TheFirstHorsemen,J,1
shashikantkushwaha2195,J,1
remyhennechart2228,J,1
moha65,J,1
bigg797,J,1
anthonyjunior6931,Bs,1
stinkybottom1288,Bs,1
Pepe_Chad,Bs,1
farizanariffin9677,Bs,1
JoseSantiago-fd2cn,Bs,1
wwg1wga291,Bs,1
jerrygrace4563,Bs,1
slownlowdetecting,Bs,1
user-ee5bu7tn2w,Bs,1
joestewart1464,Bs,1
Nothinglefttosay,Bs,1
goverment457,Bs,1
skynet1234567890,Bs,1
michaelarquette5643,Bs,1
lenag4306,Bs,1
tech-hn8fe,Bs,1
TheAvada32002,Bs,1
danielsalas1236,Bs,1
ilyeshmusic,Bs,1
IwanVrolijk-my7qq,Bs,1
jacekj2831,Bs,1
gloryi1,Bs,1
johnwebb1869,Bs,1
philroylittlekip4882,Bs,1
ArielN2024,Bs,1
arcian2519,Bs,1
brodyreynolds3983,Bs,1
katdaddy469,Bs,1
Patriot-pq1ku,Bs,1
brianwood1041,Bs,1
JCY849,Bs,1
gregrmacgillivray,Bs,1
timmeh9912,Bs,1
andrewoneil9876,Bs,1
michaelwood1238,Bs,1
hamishlovesit4731,Bs,1
aaronroberts4264,Bs,1
timothydonahue7301,Bs,1
marconoordman9795,Bs,1
elfonzo18,Bs,1
Theone-bc7tr,Bs,1
gregm6801,Bs,1
Jc-vu5gs,Bs,1
ThaexakaMavro,Bs,1
floyd49494949,Bs,1
user-hz7pr8lc4v,Bs,1
reeceturner8310,Bs,1
rajeevvijaykumar3357,Bs,1
robinlouisallen,Well done.,1
michaelcamillushiva7053,Well done.,1
Gobearfoot_,Well done.,1
enkhyy,Well done.,1
W_Bin,Well done.,1
alejandrofuentes8932,Well done.,1
tigerplaystemple1961,Well done.,1
Zelos311,Well done.,1
RafaelMusni,Well done.,1
FerrisLedbetter,Well done.,1
SuccessShaguftaKhan597,Well done.,1
raytan1661,Well done.,1
UjlakiLaszlo,Well done.,1
patrickhawkins9087,Well done.,1
robertwalker1742,Well done.,1
grgc5570,Well done.,1
caitoxose,Well done.,1
louisquatorze9280,Well done.,1
davidhingst7063,Well done.,1
Andrijko85,Well done.,1
guniliepinsliepins528,Well done.,1
kathyg8510,Well done.,1
Pwelvr,Well done.,1
tealion,Well done.,1
romulorivetti,Well done.,1
marekf.9484,Well done.,1
zhubajie6940,Well done.,1
sergiomendez3957,Well done.,1
bajnaigordonofficial,Very sad.,1
tunaung8570,Very sad.,1
leoharesreyes9493,Very sad.,1
pennyscott4474,Very sad.,1
azadehzarakhani4571,Very sad.,1
peteshour768,Very sad.,1
haileyfaze8462,This is so sad.,1
anthonyzamudio7741,This is so sad.,1
michaelderita-qs1rw,This is so sad.,1
stilcrazychris,This is so sad.,1
jeremybalizenter2896,This is so sad.,1
Lewis-um2fe,This is so sad.,1
stryngh,Slava i peremoha Ukrayini!!!  🇺🇦🇺🇦🇺🇦,12
ghovarth,Pathetic,1
dennischucho4412,Pathetic,1
quebuena111,Pathetic,1
StewardMango,Pathetic,1
dons3073,Pathetic,1
Russ811,Pathetic,1
razmot5547,Pathetic,1
Xxx_bossyAvocado,Pathetic,1
Karakia63-nt2ve,Pathetic,1
ulknatmelknatu,Pathetic,1
darrenbishop1619,Pathetic,1
JorTR104,Pathetic,1
sakinaazher5561,Pathetic,1
Googleaccount-sf7ir,Pathetic,1
dhi8881735,Pathetic,1
oemar.machmoedmalawat1892,Pathetic,1
DedeJulien,So stupid,1
jameshorton3692,So stupid,1
johndecker2692,So stupid,1
sega64official,So stupid,1
user-jy1um6rp5h,So stupid,1
gillesleboeuf9892,So stupid,1
ymrihaliti4510,So stupid,1
daneknudsen5385,So stupid,1
bastianrivero,So stupid,1
wm9782,So stupid,1
Robert-vk3rh,So stupid,1
HEALTH_GURU1122,So stupid,1
thereporter2662,So stupid,1
hassanrobleali6494,This is propaganda,1
made.in.ja.2250,This is propaganda,1
Triggeredarewe,This is propaganda,1
Michael-ug9ge,This is propaganda,1
EndTimesDisciple,This is propaganda,1
jeffsharman1,This is propaganda,1
frankierusso1252,This is propaganda,1
JustaDadGamer,This is propaganda,1
SankofaNYC,This is propaganda,1
Skankhunt5886,This is propaganda,1
phreddeigh,This is propaganda,1
kevinbrouwer728,This is propaganda,1
eureka842008,This is propaganda,1
Kcthompson2008,This is propaganda,1
davidflorence4052,This is propaganda,1
andrewalt7233,This is propaganda,1
Stopleftists1776,This is propaganda,1
HunterPollock,This is propaganda,1
andreygavrilov3300,🙏🙏🙏,1
elizabethparrilla6911,🙏🙏🙏,1
tammylines2779,🙏🙏🙏,1
keenanburnette4197,🙏🙏🙏,1
helloenglish6414,🙏🙏🙏,1
paulamiramontes6629,🙏🙏🙏,1
Tess-hp9vv,🙏🙏🙏,1
user-vz5oj2qd4f,🙏🙏🙏,1
bennyjosephjoseph7338,🙏🙏🙏,1
antoniodeangelis6975,🙏🙏🙏,1
Arti_Raina123,🙏🙏🙏,1
winhla2076,🙏🙏🙏,1
StarLord-ry1dh,🙏🙏🙏,1
vinaygoud761,🙏🙏🙏,1
manmathahaldar9221,🙏🙏🙏,1
serhiikharena613,🙏🙏🙏,1
o.portista,🙏🙏🙏,1
parvinmasoudi3909,🙏🙏🙏,1
rajmagar6683,🙏🙏🙏,1
pranjalborah9097,🙏🙏🙏,2
Hunter44125,🙏🙏🙏,1
dasdospresent1758,🙏🙏🙏,1
angelocadena7094,🙏🙏🙏,1
mirjanapu530,🙏🙏🙏,1
snehasishpati7674,🙏🙏🙏,1
no59do56,🙏🙏🙏,1
karenmurphy6748,🙏🙏🙏,1
bluesage1528,🙏🙏🙏,1
dekapwt5618,🙏🙏🙏,1
user-cc4up2xo4o,🙏🙏🙏,1
tracychen2493,🙏🙏🙏,1
heikofaust965,🙏🙏🙏,1
SLP4Life56,🙏🙏🙏,1
alexkessel5980,🙏🙏🙏,1
raffaeleantonio6487,🙏🙏🙏,1
alamedacustomholsters,🙏🙏🙏,1
sparkypainkiller,🙏🙏🙏,1
user-og6xy7wj5x,🙏🙏🙏,1
jnphdl,🙏🙏🙏,1
lifewithjuliee6,🙏🙏🙏,1
fillymarada7264,🙏🙏🙏,1
karenandriasyan7445,🙏🙏🙏,1
jayeshchhabada8194,🙏🙏🙏,1
user-rd9rl2du9i,🙏🙏🙏,1
Maribel-zg4bj,🙏🙏🙏,1
jitu864,🙏🙏🙏,1
virginiabobadilla263,🙏🙏🙏,1
arenjalalyan3052,🙏🙏🙏,1
annaanna2942,🙏🙏🙏,1
Mic-iz1gz,🙏🙏🙏,1
savesoilsadhguru4036,🙏🙏🙏,1
brianb4390,🙏🙏🙏,1
yodasbff3395,🙏🙏🙏,1
simonndirangu6434,🙏🙏🙏,1
cornelialenizo7084,🙏🙏🙏,1
jinpulido5384,🙏🙏🙏,1
heidivernathorbjrnsen4745,🥲,1
PRADEEPBEHERA-gt7hg,🥲,1
lyudmylanovosiltseva2172,🥲,1
StudioV456,🥲,1
welshbloke2619,🥲,1
munirauni7501,🥲,1
cesarcoelho7227,🥲,1
user-lv4ld6ox5b,🥲,1
aldadallanese7591,🥲,1
user-xv2ty9ph1y,🥲,1
BellsWatson,Cowards.,1
mrbillyb1966,Cowards.,1
freddymcgrantham9175,Cowards.,1
SJ-li6ho,Cowards.,1
WLM-lf8ho,Cowards.,1
tried1998,Cowards.,1
evansclan4eva49,Cowards.,1
Joe-wb1xh,Cowards.,1
tylerhartt7064,Cowards.,1
Jack-Peters99,Cowards.,1
kylewilliam487,Cowards.,1
benoitlaferriere8581,🇷🇺💪,1
user-fo8oi5zc1e,🇷🇺💪,3
MrAivala,🇷🇺💪,1
user-rl9lm8st3n,🇷🇺💪,2
pavel4479,🇷🇺💪,1
user-qf1gq3qn9p,🇷🇺💪,1
vz32,🇷🇺💪,1
user-fc2kg7bk6p,🇷🇺💪,1
Sicario48monster,🇷🇺💪,1
MS-iv9lf,🇷🇺💪,1
timosthomo566,🇷🇺💪,1
ananchuba4166,🇷🇺💪,1
maximusgolimus2392,🇷🇺💪,1
dannyak4781,🇷🇺💪,1
Ycf.b91,🇷🇺💪,1
stefanfreestylez,🇷🇺💪,1
user-gj3dj6te6e,🇷🇺💪,1
PrinceHDV,🇷🇺💪,2
ismailaroman5545,🇷🇺💪,1
hitroad8794,🇷🇺💪,1
user-er8zh5ej7y,🇷🇺💪,1
user-ws1ts7un8m,🇷🇺💪,1
Alex82164,🇷🇺💪,1
ngakadaakhlak8314,🇷🇺💪,1
user-dd5kn1pn1j,🇷🇺💪,1
izergaer,🇷🇺💪,1
user-gj5ez2wy3y,🇷🇺💪,1
dimpamili2380,🇷🇺💪,1
user-fv2de9to4i,🇷🇺💪,1
USSR587,🇷🇺💪,1
samyuel4181,🇷🇺💪,1
user-rj1vp9vv5w,🇷🇺💪,1
doublemind9328,🇷🇺💪,1
gringrin755,🇷🇺💪,1
igorek101192Fly,🇷🇺💪,1
TriWahyuni-hu1fo,WOW,1
leahd4878,WOW,1
JuanRodriguez-gf6cz,WOW,1
